LAESTAB,URN,LA,LA_Name,Region,School_name,School_type,Male_1_Alevel_2019,Male_count_2019,Male_1_Alevel%_2019,Female_1_Alevel_2019,Female_count_2019,Female_1_Alevel%_2019,All_1_Alevel_2019,All_count_2019,All_1_Alevel%_2019,Male_1_Alevel_2018,Male_count_2018,Male_1_Alevel%_2018,Female_1_Alevel_2018,Female_count_2018,Female_1_Alevel%_2018,All_1_Alevel_2018,All_count_2018,All_1_Alevel%_2018,Male_1_Alevel_2017,Male_count_2017,Male_1_Alevel%_2017,Female_1_Alevel_2017,Female_count_2017,Female_1_Alevel%_2017,All_1_Alevel_2017,All_count_2017,All_1_Alevel%_2017,Male_1_Alevel_2016,Male_count_2016,Male_1_Alevel%_2016,Female_1_Alevel_2016,Female_count_2016,Female_1_Alevel%_2016,All_1_Alevel_2016,All_count_2016,All_1_Alevel%_2016,engagement_all,engaged pre either
8237009,109739,823,Central Bedfordshire,East of England,Ivel Valley School,Community Special School,0,5,0,0,3,0,0,8,0,0,11,0,0,4,0,0,15,0,0,14,0,0,5,0,0,19,0,0,8,0,0,5,0,0,13,0,0,0
8317026,113047,831,Derby,East Midlands,Ivy House School,Community Special School,0,3,0,0,0,-,0,3,0,0,2,0,0,3,0,0,5,0,0,4,0,0,2,0,0,6,0,0,4,0,0,2,0,0,6,0,0,0
2057203,100381,205,Hammersmith and Fulham,Inner London,Jack Tizard School,Community Special School,0,2,0,0,4,0,0,6,0,0,5,0,0,2,0,0,7,0,0,2,0,0,1,0,0,3,0,0,0,-,0,4,0,0,4,0,0,0
9097022,112468,909,Cumbria,North West,James Rennie School,Community Special School,0,7,0,0,3,0,0,10,0,0,4,0,0,4,0,0,8,0,0,6,0,0,4,0,0,10,0,0,5,0,0,5,0,0,10,0,0,0
3934033,133725,393,South Tyneside,North East,Jarrow School,Foundation School,5,49,10.20408163,7,58,12.06896552,12,107,11.21495327,5,63,7.936507937,3,67,4.47761194,8,130,6.153846154,2,59,3.389830508,6,59,10.16949153,8,118,6.779661017,4,66,6.060606061,2,61,3.278688525,6,127,4.724409449,0,0
3077012,101969,307,Ealing,Outer London,John Chilton School,Community Special School,0,5,0,0,2,0,0,7,0,0,2,0,0,5,0,0,7,0,0,7,0,0,2,0,0,9,0,0,5,0,0,5,0,0,10,0,0,0
3167004,141255,316,Newham,Inner London,John F Kennedy Special School,Converter special academies,0,4,0,0,5,0,0,9,0,0,3,0,0,0,-,0,3,0,0,9,0,0,7,0,0,16,0,0,7,0,0,2,0,0,9,0,0,0
3837015,108119,383,Leeds,Yorkshire and the Humber,John Jamieson School,Community Special School,0,13,0,0,5,0,0,18,0,0,13,0,0,3,0,0,16,0,0,6,0,0,5,0,0,11,0,0,8,0,0,10,0,0,18,0,0,0
9094151,112384,909,Cumbria,North West,John Ruskin School,Community School,2,15,13.33333333,1,17,5.882352941,3,32,9.375,2,12,16.66666667,2,23,8.695652174,4,35,11.42857143,4,25,16,3,17,17.64705882,7,42,16.66666667,4,16,25,3,16,18.75,7,32,21.875,0,0
9317011,123333,931,Oxfordshire,South East,John Watson School,Community Special School,0,4,0,0,2,0,0,6,0,0,4,0,0,2,0,0,6,0,0,0,-,0,3,0,0,3,0,0,4,0,0,4,0,0,8,0,0,0
8564251,120287,856,Leicester,East Midlands,Judgemeadow Community College,Community School,40,140,28.57142857,24,97,24.74226804,64,237,27.00421941,35,118,29.66101695,27,128,21.09375,62,246,25.20325203,37,139,26.61870504,29,104,27.88461538,66,243,27.16049383,29,139,20.86330935,30,104,28.84615385,59,243,24.27983539,0,0
3174604,102861,317,Redbridge,Outer London,Kantor King Solomon High School,Voluntary Aided School,37,81,45.67901235,22,68,32.35294118,59,149,39.59731544,23,73,31.50684932,17,80,21.25,40,153,26.14379085,27,88,30.68181818,13,57,22.80701754,40,145,27.5862069,18,74,24.32432432,9,76,11.84210526,27,150,18,0,0
3506907,136135,350,Bolton,North West,Kearsley Academy,Academy Sponsor Led,1,31,3.225806452,1,38,2.631578947,2,69,2.898550725,0,37,0,0,21,0,0,58,0,3,39,7.692307692,1,33,3.03030303,4,72,5.555555556,3,29,10.34482759,0,36,0,3,65,4.615384615,0,0
3937007,136252,393,South Tyneside,North East,Keelman's Way School,Foundation Special School,0,4,0,0,4,0,0,8,0,0,5,0,0,2,0,0,7,0,0,5,0,0,1,0,0,6,0,0,7,0,0,2,0,0,9,0,0,0
3727003,142797,372,Rotherham,Yorkshire and the Humber,Kelford School,Converter special academies,0,5,0,0,1,0,0,6,0,0,2,0,0,1,0,0,3,0,0,6,0,0,4,0,0,10,0,0,3,0,0,2,0,0,5,0,0,0
8617011,124503,861,Stoke-on-Trent,West Midlands,Kemball Special School,Community Special School,0,3,0,0,3,0,0,6,0,0,5,0,0,3,0,0,8,0,0,4,0,0,2,0,0,6,0,0,2,0,0,1,0,0,3,0,0,0
9374236,125747,937,Warwickshire,West Midlands,Kenilworth School and Sixth Form,Foundation School,46,131,35.11450382,35,134,26.11940299,81,265,30.56603774,45,136,33.08823529,37,124,29.83870968,82,260,31.53846154,35,147,23.80952381,41,123,33.33333333,76,270,28.14814815,47,139,33.81294964,37,134,27.6119403,84,273,30.76923077,0,0
8677032,110190,867,Bracknell Forest,South East,Kennel Lane School,Community Special School,0,9,0,0,3,0,0,12,0,0,9,0,0,5,0,0,14,0,0,12,0,0,6,0,0,18,0,0,11,0,0,8,0,0,19,0,0,0
8567220,131187,856,Leicester,East Midlands,Keyham Lodge School,Community Special School,0,11,0,0,4,0,0,15,0,0,16,0,0,6,0,0,22,0,0,10,0,0,0,-,0,10,0,0,11,0,0,2,0,0,13,0,0,0
3447003,105130,344,Wirral,North West,Kilgarth School,Community Special School,0,15,0,0,0,-,0,15,0,0,12,0,0,0,-,0,12,0,0,11,0,0,0,-,0,11,0,0,10,0,0,0,-,0,10,0,0,0
8077030,139110,807,Redcar and Cleveland,North East,Kilton Thorpe Specialist Academy,Converter special academies,0,10,0,0,2,0,0,12,0,0,9,0,0,6,0,0,15,0,0,9,0,0,2,0,0,11,0,0,8,0,0,4,0,0,12,0,0,0
3414690,104703,341,Liverpool,North West,King David High School,Voluntary Aided School,18,42,42.85714286,15,47,31.91489362,33,89,37.07865169,22,57,38.59649123,14,34,41.17647059,36,91,39.56043956,14,53,26.41509434,11,39,28.20512821,25,92,27.17391304,12,45,26.66666667,12,48,25,24,93,25.80645161,0,0
8604181,124445,860,Staffordshire,West Midlands,King Edward VI High School,Community School,8,56,14.28571429,12,67,17.91044776,20,123,16.2601626,8,73,10.95890411,6,63,9.523809524,14,136,10.29411765,10,101,9.900990099,12,69,17.39130435,22,170,12.94117647,7,93,7.52688172,7,63,11.11111111,14,156,8.974358974,0,0
9374601,137302,937,Warwickshire,West Midlands,King Edward VI School,Academy Converter,66,84,78.57142857,0,0,-,66,84,78.57142857,61,84,72.61904762,0,1,0,61,85,71.76470588,56,82,68.29268293,0,0,-,56,82,68.29268293,50,82,60.97560976,0,0,-,50,82,60.97560976,0,0
8604087,124408,860,Staffordshire,West Midlands,King Edward VI School,Community School,21,101,20.79207921,27,107,25.23364486,48,208,23.07692308,39,106,36.79245283,28,112,25,67,218,30.73394495,33,116,28.44827586,13,99,13.13131313,46,215,21.39534884,30,106,28.30188679,20,103,19.41747573,50,209,23.92344498,0,0
8554001,138821,855,Leicestershire,East Midlands,King Edward VII Science and Sport College,Academy Converter,15,115,13.04347826,21,129,16.27906977,36,244,14.75409836,29,160,18.125,31,174,17.81609195,60,334,17.96407186,21,158,13.29113924,15,161,9.316770186,36,319,11.28526646,20,169,11.83431953,16,176,9.090909091,36,345,10.43478261,0,0
8815415,136342,881,Essex,East of England,King Harold Business & Enterprise Academy,Academy Converter,3,47,6.382978723,7,47,14.89361702,10,94,10.63829787,4,59,6.779661017,4,53,7.547169811,8,112,7.142857143,2,57,3.50877193,2,72,2.777777778,4,129,3.100775194,4,69,5.797101449,2,59,3.389830508,6,128,4.6875,0,0
3414000,137675,341,Liverpool,North West,"King's Leadership Academy, Liverpool",Academy Sponsor Led,3,51,5.882352941,2,24,8.333333333,5,75,6.666666667,5,59,8.474576271,2,41,4.87804878,7,100,7,3,62,4.838709677,1,40,2.5,4,102,3.921568627,3,59,5.084745763,6,49,12.24489796,9,108,8.333333333,0,0
9266909,136202,926,Norfolk,East of England,King's Lynn Academy,Academy Sponsor Led,6,41,14.63414634,2,53,3.773584906,8,94,8.510638298,4,80,5,1,54,1.851851852,5,134,3.731343284,4,53,7.547169811,5,44,11.36363636,9,97,9.278350515,4,79,5.063291139,3,84,3.571428571,7,163,4.294478528,0,0
8117016,118144,811,East Riding of Yorkshire,Yorkshire and the Humber,Kings Mill School,Community Special School,0,7,0,0,2,0,0,9,0,0,6,0,0,1,0,0,7,0,0,5,0,0,2,0,0,7,0,0,3,0,0,2,0,0,5,0,0,0
8784110,136367,878,Devon,South West,Kingsbridge Academy,Academy Converter,27,107,25.23364486,27,94,28.72340426,54,201,26.86567164,26,97,26.80412371,29,108,26.85185185,55,205,26.82926829,28,96,29.16666667,21,114,18.42105263,49,210,23.33333333,23,99,23.23232323,27,104,25.96153846,50,203,24.63054187,0,1
3107005,133317,310,Harrow,Outer London,Kingsley High School,Community Special School,0,5,0,0,2,0,0,7,0,0,2,0,0,1,0,0,3,0,0,6,0,0,7,0,0,13,0,0,6,0,0,4,0,0,10,0,0,0
8317029,135345,831,Derby,East Midlands,Kingsmead School,Community Special School,0,17,0,0,0,-,0,17,0,0,19,0,0,2,0,0,21,0,0,11,0,0,2,0,0,13,0,0,14,0,0,5,0,0,19,0,0,0
3545402,135795,354,Rochdale,North West,Kingsway Park High School,Foundation School,9,96,9.375,9,75,12,18,171,10.52631579,13,95,13.68421053,15,93,16.12903226,28,188,14.89361702,17,104,16.34615385,17,94,18.08510638,34,198,17.17171717,20,117,17.09401709,8,74,10.81081081,28,191,14.65968586,0,0
8017002,109386,801,"Bristol, City of",South West,Kingsweston School,Community Special School,0,13,0,0,1,0,0,14,0,1,12,8.333333333,0,4,0,1,16,6.25,1,11,9.090909091,0,2,0,1,13,7.692307692,0,17,0,0,5,0,0,22,0,0,0
8817030,115453,881,Essex,East of England,Kingswode Hoe School,Community Special School,0,12,0,0,4,0,0,16,0,0,18,0,0,4,0,0,22,0,0,18,0,0,5,0,0,23,0,0,15,0,0,10,0,0,25,0,0,0
9095400,136671,909,Cumbria,North West,Kirkbie Kendal School,Academy Converter,16,61,26.2295082,6,47,12.76595745,22,108,20.37037037,15,84,17.85714286,9,47,19.14893617,24,131,18.32061069,15,86,17.44186047,23,80,28.75,38,166,22.89156627,13,92,14.13043478,13,70,18.57142857,26,162,16.04938272,0,0
3404000,140001,340,Knowsley,North West,Kirkby High School,Academy Sponsor Led,8,82,9.756097561,6,78,7.692307692,14,160,8.75,3,93,3.225806452,1,90,1.111111111,4,183,2.18579235,3,80,3.75,2,94,2.127659574,5,174,2.873563218,5,97,5.154639175,3,90,3.333333333,8,187,4.278074866,0,0
9095406,137107,909,Cumbria,North West,Kirkby Stephen Grammar School,Academy Converter,6,24,25,5,31,16.12903226,11,55,20,4,34,11.76470588,6,32,18.75,10,66,15.15151515,4,23,17.39130435,1,33,3.03030303,5,56,8.928571429,2,32,6.25,4,37,10.81081081,6,69,8.695652174,0,0
8887076,119887,888,Lancashire,North West,Kirkham Pear Tree School,Community Special School,0,6,0,0,1,0,0,7,0,0,1,0,0,5,0,0,6,0,0,2,0,0,0,-,0,2,0,0,3,0,0,2,0,0,5,0,0,0
8077008,111777,807,Redcar and Cleveland,North East,Kirkleatham Hall School,Community Special School,0,5,0,0,7,0,0,12,0,0,9,0,0,4,0,0,13,0,0,5,0,0,5,0,0,10,0,0,7,0,0,5,0,0,12,0,0,0
9197007,138485,919,Hertfordshire,East of England,Knightsfield School,Converter special academies,0,1,0,0,0,-,0,1,0,0,4,0,0,4,0,0,8,0,0,2,0,0,4,0,0,6,0,0,3,0,1,7,14.28571429,1,10,10,0,0
8954163,138002,895,Cheshire East,North West,Knutsford Academy,Academy Converter,23,65,35.38461538,13,71,18.30985915,36,136,26.47058824,15,69,21.73913043,9,81,11.11111111,24,150,16,26,102,25.49019608,17,96,17.70833333,43,198,21.71717172,22,100,22,19,120,15.83333333,41,220,18.63636364,0,0
2085400,100637,208,Lambeth,Inner London,La Retraite Roman Catholic Girls' School,Voluntary Aided School,0,0,-,33,144,22.91666667,33,144,22.91666667,0,0,-,32,150,21.33333333,32,150,21.33333333,0,0,-,33,147,22.44897959,33,147,22.44897959,0,0,-,29,149,19.46308725,29,149,19.46308725,0,0
3504805,134646,350,Bolton,North West,Ladybridge High School,Community School,15,80,18.75,18,82,21.95121951,33,162,20.37037037,9,87,10.34482759,6,66,9.090909091,15,153,9.803921569,19,110,17.27272727,7,70,10,26,180,14.44444444,7,86,8.139534884,9,88,10.22727273,16,174,9.195402299,0,0
8507014,116603,850,Hampshire,South East,Lakeside School,Community Special School,0,14,0,0,0,-,0,14,0,0,16,0,0,0,-,0,16,0,0,19,0,0,0,-,0,19,0,0,18,0,0,0,-,0,18,0,0,0
8885402,136381,888,Lancashire,North West,Lancaster Girls' Grammar School,Academy Converter,0,0,-,73,112,65.17857143,73,112,65.17857143,0,0,-,65,117,55.55555556,65,117,55.55555556,0,0,-,74,113,65.48672566,74,113,65.48672566,0,0,-,76,117,64.95726496,76,117,64.95726496,0,0
8885401,136742,888,Lancashire,North West,Lancaster Royal Grammar School,Academy Converter,112,152,73.68421053,0,0,-,112,152,73.68421053,103,147,70.06802721,0,0,-,103,147,70.06802721,93,144,64.58333333,0,0,-,93,144,64.58333333,88,145,60.68965517,0,0,-,88,145,60.68965517,0,0
3527029,105608,352,Manchester,North West,Lancasterian School,Community Special School,0,5,0,0,2,0,0,7,0,0,2,0,0,0,-,0,2,0,0,2,0,0,2,0,0,4,0,0,5,0,0,4,0,0,9,0,0,0
8606905,136136,860,Staffordshire,West Midlands,"Landau Forte Academy, Amington",Academy Sponsor Led,11,90,12.22222222,9,86,10.46511628,20,176,11.36363636,9,72,12.5,4,95,4.210526316,13,167,7.784431138,15,95,15.78947368,4,72,5.555555556,19,167,11.37724551,8,82,9.756097561,8,82,9.756097561,16,164,9.756097561,0,0
8316905,135120,831,Derby,East Midlands,Landau Forte College,Academy Sponsor Led,29,82,35.36585366,25,79,31.64556962,54,161,33.54037267,16,90,17.77777778,16,75,21.33333333,32,165,19.39393939,21,86,24.41860465,15,81,18.51851852,36,167,21.55688623,18,79,22.78481013,10,90,11.11111111,28,169,16.56804734,0,0
3597001,134297,359,Wigan,North West,"Landgate School, Bryn",Community Special School,0,1,0,0,0,-,0,1,0,0,3,0,0,0,-,0,3,0,0,4,0,0,0,-,0,4,0,0,5,0,0,1,0,0,6,0,0,0
3427008,134865,342,St. Helens,North West,Lansbury Bridge School,Community Special School,0,7,0,0,2,0,0,9,0,0,13,0,0,4,0,0,17,0,0,10,0,0,3,0,0,13,0,0,18,0,0,10,0,0,28,0,0,0
2087001,100654,208,Lambeth,Inner London,Lansdowne School,Community Special School,0,23,0,0,6,0,0,29,0,0,14,0,0,3,0,0,17,0,0,12,0,0,3,0,0,15,0,0,14,0,0,8,0,0,22,0,0,0
8657010,126553,865,Wiltshire,South West,Larkrise School,Community Special School,0,2,0,0,3,0,0,5,0,0,2,0,0,1,0,0,3,0,0,4,0,0,3,0,0,7,0,0,5,0,0,2,0,0,7,0,0,0
8884411,119774,888,Lancashire,North West,Lathom High School : A Technology College,Foundation School,5,64,7.8125,3,56,5.357142857,8,120,6.666666667,6,63,9.523809524,6,65,9.230769231,12,128,9.375,6,79,7.594936709,4,67,5.970149254,10,146,6.849315068,5,79,6.329113924,3,57,5.263157895,8,136,5.882352941,0,0
9374620,141277,937,Warwickshire,West Midlands,Lawrence Sheriff School,Academy Converter,83,116,71.55172414,0,0,-,83,116,71.55172414,84,113,74.33628319,0,0,-,84,113,74.33628319,78,114,68.42105263,0,0,-,78,114,68.42105263,87,118,73.72881356,0,0,-,87,118,73.72881356,0,0
8374000,138385,837,Bournemouth,South West,LeAF Studio,Studio Schools,8,37,21.62162162,3,29,10.34482759,11,66,16.66666667,1,13,7.692307692,1,15,6.666666667,2,28,7.142857143,2,28,7.142857143,3,31,9.677419355,5,59,8.474576271,2,21,9.523809524,3,49,6.12244898,5,70,7.142857143,0,0
3834000,136826,383,Leeds,Yorkshire and the Humber,Leeds East Academy,Academy Sponsor Led,3,43,6.976744186,7,67,10.44776119,10,110,9.090909091,3,36,8.333333333,2,69,2.898550725,5,105,4.761904762,1,13,7.692307692,7,75,9.333333333,8,88,9.090909091,0,1,0,2,73,2.739726027,2,74,2.702702703,0,0
8604085,142711,860,Staffordshire,West Midlands,Leek High School,Academy Converter,4,54,7.407407407,8,46,17.39130435,12,100,12,8,52,15.38461538,11,66,16.66666667,19,118,16.10169492,13,66,19.6969697,3,53,5.660377358,16,119,13.44537815,7,68,10.29411765,2,47,4.255319149,9,115,7.826086957,0,0
8817069,115475,881,Essex,East of England,Lexden Springs School,Community Special School,0,8,0,0,1,0,0,9,0,0,7,0,0,2,0,0,9,0,0,1,0,0,6,0,0,7,0,0,3,0,0,2,0,0,5,0,0,0
3204069,103101,320,Waltham Forest,Outer London,Leytonstone School,Community School,38,107,35.51401869,13,57,22.80701754,51,164,31.09756098,33,99,33.33333333,8,73,10.95890411,41,172,23.8372093,24,111,21.62162162,8,64,12.5,32,175,18.28571429,27,117,23.07692308,9,59,15.25423729,36,175,20.57142857,0,0
8507026,116614,850,Hampshire,South East,Limington House School,Community Special School,0,3,0,0,0,-,0,3,0,0,1,0,0,0,-,0,1,0,0,3,0,0,2,0,0,5,0,0,5,0,0,2,0,0,7,0,0,0
9367019,125459,936,Surrey,South East,Limpsfield Grange School,Community Special School,0,0,-,0,9,0,0,9,0,0,0,-,2,20,10,2,20,10,0,0,-,0,16,0,0,16,0,0,0,-,0,10,0,0,10,0,0,0
9367060,125475,936,Surrey,South East,Linden Bridge School,Community Special School,0,7,0,0,2,0,0,9,0,0,8,0,0,0,-,0,8,0,0,7,0,0,0,-,0,7,0,0,7,0,0,0,-,0,7,0,0,0
2127067,101093,212,Wandsworth,Inner London,Linden Lodge School,Community Special School,0,6,0,0,4,0,0,10,0,0,5,0,0,5,0,0,10,0,0,5,0,0,8,0,0,13,0,0,8,0,0,9,0,0,17,0,0,0
8377012,113961,837,Bournemouth,South West,Linwood School,Community Special School,0,15,0,0,7,0,0,22,0,0,13,0,0,11,0,0,24,0,0,20,0,0,4,0,0,24,0,0,15,0,0,3,0,0,18,0,0,0
3175950,102878,317,Redbridge,Outer London,Little Heath School,Foundation Special School,0,14,0,0,9,0,0,23,0,0,15,0,0,5,0,0,20,0,0,17,0,0,4,0,0,21,0,0,19,0,0,8,0,0,27,0,0,0
3504044,142296,350,Bolton,North West,Little Lever School,Academy Converter,6,77,7.792207792,8,97,8.24742268,14,174,8.045977011,5,87,5.747126437,7,87,8.045977011,12,174,6.896551724,6,96,6.25,13,106,12.26415094,19,202,9.405940594,4,94,4.255319149,7,89,7.865168539,11,183,6.010928962,0,0
9387005,126156,938,West Sussex,South East,"Littlegreen School, Compton",Community Special School,0,7,0,0,0,-,0,7,0,0,11,0,0,0,-,0,11,0,0,5,0,0,0,-,0,5,0,0,10,0,0,0,-,0,10,0,0,0
8314182,112956,831,Derby,East Midlands,Littleover Community School,Community School,60,146,41.09589041,25,133,18.79699248,85,279,30.46594982,33,142,23.23943662,27,120,22.5,60,262,22.90076336,41,140,29.28571429,22,120,18.33333333,63,260,24.23076923,44,144,30.55555556,25,121,20.66115702,69,265,26.03773585,0,0
8797068,113650,879,Plymouth,South West,Longcause Community Special School,Community Special School,0,9,0,0,1,0,0,10,0,0,12,0,0,1,0,0,13,0,0,8,0,0,2,0,0,10,0,0,17,0,0,2,0,0,19,0,0,0
8884168,119749,888,Lancashire,North West,Longridge High School A Maths and Computing College,Community School,10,81,12.34567901,4,63,6.349206349,14,144,9.722222222,6,63,9.523809524,4,57,7.01754386,10,120,8.333333333,8,73,10.95890411,5,74,6.756756757,13,147,8.843537415,9,73,12.32876712,17,75,22.66666667,26,148,17.56756757,0,0
9197022,117679,919,Hertfordshire,East of England,Lonsdale School,Community Special School,0,6,0,0,6,0,0,12,0,0,5,0,0,2,0,0,7,0,0,6,0,0,6,0,0,12,0,0,5,0,0,4,0,0,9,0,0,0
3904027,137942,390,Gateshead,North East,Lord Lawson of Beamish Academy,Academy Converter,26,132,19.6969697,19,106,17.9245283,45,238,18.90756303,17,133,12.78195489,21,125,16.8,38,258,14.72868217,14,116,12.06896552,19,141,13.4751773,33,257,12.84046693,16,113,14.15929204,17,144,11.80555556,33,257,12.84046693,0,0
3304060,136592,330,Birmingham,West Midlands,Lordswood Girls' School and Sixth Form Centre,Academy Converter,0,0,-,39,130,30,39,130,30,0,0,-,34,127,26.77165354,34,127,26.77165354,0,0,-,26,129,20.15503876,26,129,20.15503876,0,0,-,19,127,14.96062992,19,127,14.96062992,0,0
3584015,106365,358,Trafford,North West,Lostock College,Community School,2,21,9.523809524,2,29,6.896551724,4,50,8,3,25,12,1,21,4.761904762,4,46,8.695652174,0,35,0,0,24,0,0,59,0,0,22,0,1,28,3.571428571,1,50,2,0,0
8887049,119880,888,Lancashire,North West,Lostock Hall Moor Hey School,Community Special School,0,7,0,0,2,0,0,9,0,0,9,0,0,1,0,0,10,0,0,9,0,0,4,0,0,13,0,0,11,0,0,9,0,0,20,0,0,0
3594002,137783,359,Wigan,North West,Lowton Church of England High School,Foundation School,8,54,14.81481481,5,68,7.352941176,13,122,10.6557377,11,74,14.86486486,8,55,14.54545455,19,129,14.72868217,13,80,16.25,11,77,14.28571429,24,157,15.2866242,14,103,13.59223301,10,85,11.76470588,24,188,12.76595745,0,0
8607024,142170,860,Staffordshire,West Midlands,Loxley Hall School,Converter special academies,0,15,0,0,0,-,0,15,0,0,20,0,0,0,-,0,20,0,0,15,0,0,0,-,0,15,0,0,13,0,0,0,-,0,13,0,0,0
2044000,138143,204,Hackney,Inner London,Lubavitch House School (Senior Girls),Voluntary Aided School,0,0,-,0,11,0,0,11,0,0,1,0,5,25,20,5,26,19.23076923,0,1,0,1,19,5.263157895,1,20,5,0,0,-,1,20,5,1,20,5,0,0
8934501,123587,893,Shropshire,West Midlands,Ludlow Church of England School,Voluntary Controlled School,4,63,6.349206349,3,63,4.761904762,7,126,5.555555556,10,71,14.08450704,6,63,9.523809524,16,134,11.94029851,17,75,22.66666667,13,86,15.11627907,30,161,18.63354037,4,77,5.194805195,5,92,5.434782609,9,169,5.325443787,0,1
8507078,140732,850,Hampshire,South East,Lws Academy,Converter special academies,0,10,0,0,0,-,0,10,0,0,7,0,0,0,-,0,7,0,0,18,0,0,0,-,0,18,0,0,10,0,0,0,-,0,10,0,0,0
8774502,138732,877,Warrington,North West,Lymm High School,Academy Converter,47,154,30.51948052,36,139,25.89928058,83,293,28.32764505,51,151,33.77483444,37,148,25,88,299,29.43143813,42,147,28.57142857,38,147,25.85034014,80,294,27.21088435,36,144,25,28,149,18.79194631,64,293,21.84300341,0,0
3314030,142960,331,Coventry,West Midlands,Lyng Hall School,Academy Converter,3,51,5.882352941,4,49,8.163265306,7,100,7,1,83,1.204819277,3,62,4.838709677,4,145,2.75862069,6,81,7.407407407,4,53,7.547169811,10,134,7.462686567,1,66,1.515151515,4,56,7.142857143,5,122,4.098360656,0,0
9317020,123339,931,Oxfordshire,South East,Mabel Prichard School,Community Special School,0,3,0,0,2,0,0,5,0,0,4,0,0,1,0,0,5,0,0,4,0,0,2,0,0,6,0,0,1,0,0,2,0,0,3,0,0,0
8564000,138869,856,Leicester,East Midlands,Madani Boys School,Voluntary Aided School,20,60,33.33333333,0,0,-,20,60,33.33333333,14,64,21.875,0,0,-,14,64,21.875,14,62,22.58064516,0,0,-,14,62,22.58064516,20,58,34.48275862,0,0,-,20,58,34.48275862,0,0
8564724,129645,856,Leicester,East Midlands,Madani Girls' School,Voluntary Aided School,0,0,-,11,58,18.96551724,11,58,18.96551724,0,0,-,13,65,20,13,65,20,0,0,-,22,65,33.84615385,22,65,33.84615385,0,0,-,14,61,22.95081967,14,61,22.95081967,0,0
8946905,135149,894,Telford and Wrekin,West Midlands,Madeley Academy,Academy Sponsor Led,4,68,5.882352941,7,93,7.52688172,11,161,6.832298137,6,99,6.060606061,7,68,10.29411765,13,167,7.784431138,6,94,6.382978723,5,90,5.555555556,11,184,5.97826087,7,97,7.216494845,4,82,4.87804878,11,179,6.145251397,0,0
8604090,140154,860,Staffordshire,West Midlands,Madeley High School,Academy Converter,11,51,21.56862745,13,77,16.88311688,24,128,18.75,12,71,16.90140845,7,62,11.29032258,19,133,14.28571429,8,68,11.76470588,2,50,4,10,118,8.474576271,7,76,9.210526316,9,60,15,16,136,11.76470588,0,0
8886018,137498,888,Lancashire,North West,Maharishi Free School,Free School â€“ Mainstream,0,8,0,0,6,0,0,14,0,2,8,25,2,7,28.57142857,4,15,26.66666667,1,7,14.28571429,2,8,25,3,15,20,0,7,0,2,8,25,2,15,13.33333333,0,0
3526905,134224,352,Manchester,North West,Manchester Academy,Academy Sponsor Led,19,100,19,8,55,14.54545455,27,155,17.41935484,24,116,20.68965517,11,62,17.74193548,35,178,19.66292135,12,110,10.90909091,5,69,7.246376812,17,179,9.497206704,13,108,12.03703704,7,71,9.85915493,20,179,11.17318436,0,0
3526908,135874,352,Manchester,North West,Manchester Enterprise Academy,Academy Sponsor Led,5,48,10.41666667,3,59,5.084745763,8,107,7.476635514,2,50,4,3,43,6.976744186,5,93,5.376344086,1,37,2.702702703,0,51,0,1,88,1.136363636,1,48,2.083333333,4,47,8.510638298,5,95,5.263157895,0,0
3526909,135875,352,Manchester,North West,Manchester Health Academy,Academy Sponsor Led,0,59,0,2,52,3.846153846,2,111,1.801801802,2,53,3.773584906,3,54,5.555555556,5,107,4.672897196,3,58,5.172413793,1,53,1.886792453,4,111,3.603603604,0,19,0,0,28,0,0,47,0,0,0
3514005,134195,351,Bury,North West,Manchester Mesivta School,Voluntary Aided School,5,36,13.88888889,0,0,-,5,36,13.88888889,1,15,6.666666667,0,0,-,1,15,6.666666667,0,10,0,0,0,-,0,10,0,2,28,7.142857143,0,0,-,2,28,7.142857143,0,0
3587008,142288,358,Trafford,North West,Manor Academy Sale,Converter special academies,0,16,0,0,12,0,0,28,0,0,17,0,0,9,0,0,26,0,0,15,0,0,6,0,0,21,0,0,12,0,0,10,0,0,22,0,0,0
9387006,126157,938,West Sussex,South East,Manor Green College,Community Special School,0,23,0,0,7,0,0,30,0,0,22,0,0,12,0,0,34,0,0,20,0,0,8,0,0,28,0,0,23,0,0,5,0,0,28,0,0,0
3027010,101397,302,Barnet,Outer London,Mapledown School,Community Special School,0,9,0,0,2,0,0,11,0,0,3,0,0,6,0,0,9,0,0,6,0,0,5,0,0,11,0,0,5,0,0,7,0,0,12,0,0,0
9287033,138634,928,Northamptonshire,East Midlands,Maplefields Academy,Converter special academies,0,12,0,0,2,0,0,14,0,0,9,0,0,1,0,0,10,0,0,12,0,0,0,-,0,12,0,0,4,0,0,2,0,0,6,0,0,0
3434621,104960,343,Sefton,North West,Maricourt Catholic High School,Voluntary Aided School,26,127,20.47244094,18,126,14.28571429,44,253,17.39130435,20,127,15.7480315,12,112,10.71428571,32,239,13.38912134,17,144,11.80555556,7,100,7,24,244,9.836065574,15,115,13.04347826,16,133,12.03007519,31,248,12.5,0,0
8796906,136166,879,Plymouth,South West,Marine Academy Plymouth,Academy Sponsor Led,2,67,2.985074627,2,58,3.448275862,4,125,3.2,2,56,3.571428571,2,63,3.174603175,4,119,3.361344538,1,69,1.449275362,1,81,1.234567901,2,150,1.333333333,2,76,2.631578947,1,76,1.315789474,3,152,1.973684211,0,0
