LAESTAB,URN,LA,LA_Name,Region,School_name,School_type,Male_1_Alevel_2019,Male_count_2019,Male_1_Alevel%_2019,Female_1_Alevel_2019,Female_count_2019,Female_1_Alevel%_2019,All_1_Alevel_2019,All_count_2019,All_1_Alevel%_2019,Male_1_Alevel_2018,Male_count_2018,Male_1_Alevel%_2018,Female_1_Alevel_2018,Female_count_2018,Female_1_Alevel%_2018,All_1_Alevel_2018,All_count_2018,All_1_Alevel%_2018,Male_1_Alevel_2017,Male_count_2017,Male_1_Alevel%_2017,Female_1_Alevel_2017,Female_count_2017,Female_1_Alevel%_2017,All_1_Alevel_2017,All_count_2017,All_1_Alevel%_2017,Male_1_Alevel_2016,Male_count_2016,Male_1_Alevel%_2016,Female_1_Alevel_2016,Female_count_2016,Female_1_Alevel%_2016,All_1_Alevel_2016,All_count_2016,All_1_Alevel%_2016,engagement_all,engaged pre either
8884685,119794,888,Lancashire,North West,Hutton Church of England Grammar School,Voluntary Aided School,51,147,34.69387755,0,0,-,51,147,34.69387755,38,128,29.6875,0,0,-,38,128,29.6875,37,129,28.68217054,0,0,-,37,129,28.68217054,36,129,27.90697674,0,0,-,36,129,27.90697674,1,1
8164508,121711,816,York,Yorkshire and the Humber,Joseph Rowntree School,Voluntary Controlled School,14,91,15.38461538,9,96,9.375,23,187,12.29946524,13,94,13.82978723,17,99,17.17171717,30,193,15.54404145,9,96,9.375,17,129,13.17829457,26,225,11.55555556,9,84,10.71428571,12,114,10.52631579,21,198,10.60606061,1,1
9374110,125734,937,Warwickshire,West Midlands,Kineton High School,Community School,11,57,19.29824561,9,51,17.64705882,20,108,18.51851852,18,87,20.68965517,17,76,22.36842105,35,163,21.47239264,11,56,19.64285714,8,71,11.26760563,19,127,14.96062992,13,80,16.25,12,70,17.14285714,25,150,16.66666667,1,0
8154202,121687,815,North Yorkshire,Yorkshire and the Humber,King James's School,Community School,30,134,22.3880597,16,95,16.84210526,46,229,20.08733624,24,134,17.91044776,24,128,18.75,48,262,18.32061069,21,145,14.48275862,22,129,17.05426357,43,274,15.69343066,20,127,15.7480315,16,148,10.81081081,36,275,13.09090909,1,0
8934387,139102,893,Shropshire,West Midlands,Lakelands Academy,Academy Converter,9,51,17.64705882,5,45,11.11111111,14,96,14.58333333,7,59,11.86440678,6,51,11.76470588,13,110,11.81818182,11,59,18.6440678,8,59,13.55932203,19,118,16.10169492,10,65,15.38461538,7,50,14,17,115,14.7826087,1,1
3524753,105574,352,Manchester,North West,Loreto High School Chorlton,Voluntary Aided School,7,75,9.333333333,2,57,3.50877193,9,132,6.818181818,6,90,6.666666667,7,68,10.29411765,13,158,8.227848101,5,80,6.25,6,70,8.571428571,11,150,7.333333333,12,76,15.78947368,9,67,13.43283582,21,143,14.68531469,1,0
3434113,137520,343,Sefton,North West,Maghull High School,Academy Converter,5,62,8.064516129,10,80,12.5,15,142,10.56338028,8,92,8.695652174,12,75,16,20,167,11.9760479,12,95,12.63157895,16,106,15.09433962,28,201,13.93034826,8,116,6.896551724,6,100,6,14,216,6.481481481,1,0
3526913,136105,352,Manchester,North West,Manchester Communication Academy,Academy Sponsor Led,18,97,18.55670103,6,90,6.666666667,24,187,12.8342246,9,117,7.692307692,13,112,11.60714286,22,229,9.6069869,10,121,8.26446281,4,92,4.347826087,14,213,6.572769953,0,6,0,0,10,0,0,16,0,1,1
3564037,106138,356,Stockport,North West,Marple Hall School,Community School,16,111,14.41441441,26,151,17.21854305,42,262,16.03053435,31,150,20.66666667,23,144,15.97222222,54,294,18.36734694,32,152,21.05263158,23,129,17.82945736,55,281,19.57295374,29,139,20.86330935,24,154,15.58441558,53,293,18.0887372,1,1
8904057,137973,890,Blackpool,North West,Montgomery High School,Academy Converter,11,119,9.243697479,14,130,10.76923077,25,249,10.04016064,17,124,13.70967742,13,156,8.333333333,30,280,10.71428571,11,137,8.02919708,9,153,5.882352941,20,290,6.896551724,14,139,10.07194245,12,149,8.053691275,26,288,9.027777778,1,1
3834753,108097,383,Leeds,Yorkshire and the Humber,Mount St Mary's Catholic High School,Voluntary Aided School,10,81,12.34567901,18,91,19.78021978,28,172,16.27906977,6,86,6.976744186,18,100,18,24,186,12.90322581,10,96,10.41666667,7,87,8.045977011,17,183,9.289617486,11,97,11.34020619,6,88,6.818181818,17,185,9.189189189,1,1
3576905,135508,357,Tameside,North West,New Charter Academy,Academy Sponsor Led,9,126,7.142857143,24,132,18.18181818,33,258,12.79069767,10,137,7.299270073,10,120,8.333333333,20,257,7.782101167,20,131,15.26717557,4,132,3.03030303,24,263,9.125475285,7,123,5.691056911,14,139,10.07194245,21,262,8.015267176,1,0
8126906,135209,812,North East Lincolnshire,Yorkshire and the Humber,Oasis Academy Wintringham,Academy Sponsor Led,7,64,10.9375,4,77,5.194805195,11,141,7.80141844,11,97,11.34020619,4,63,6.349206349,15,160,9.375,13,107,12.14953271,2,69,2.898550725,15,176,8.522727273,9,95,9.473684211,3,83,3.614457831,12,178,6.741573034,1,1
8884412,132834,888,Lancashire,North West,Ormskirk School,Voluntary Controlled School,22,128,17.1875,13,113,11.50442478,35,241,14.52282158,22,101,21.78217822,20,113,17.69911504,42,214,19.62616822,15,122,12.29508197,16,109,14.67889908,31,231,13.41991342,22,105,20.95238095,11,123,8.943089431,33,228,14.47368421,1,0
3844023,136462,384,Wakefield,Yorkshire and the Humber,Ossett Academy and Sixth Form College,Academy Converter,40,131,30.53435115,20,133,15.03759398,60,264,22.72727273,23,138,16.66666667,30,132,22.72727273,53,270,19.62962963,27,133,20.30075188,15,142,10.56338028,42,275,15.27272727,22,139,15.82733813,14,124,11.29032258,36,263,13.68821293,1,0
8884606,119779,888,Lancashire,North West,Our Lady's Catholic High School,Voluntary Aided School,17,89,19.1011236,11,82,13.41463415,28,171,16.37426901,15,78,19.23076923,21,98,21.42857143,36,176,20.45454545,19,83,22.89156627,14,98,14.28571429,33,181,18.2320442,21,95,22.10526316,12,82,14.63414634,33,177,18.6440678,1,0
8464072,114608,846,Brighton and Hove,South East,Patcham High School,Community School,16,99,16.16161616,16,98,16.32653061,32,197,16.24365482,14,84,16.66666667,18,108,16.66666667,32,192,16.66666667,18,101,17.82178218,11,109,10.09174312,29,210,13.80952381,15,102,14.70588235,4,101,3.96039604,19,203,9.359605911,1,0
3444058,105101,344,Wirral,North West,Pensby High School,Community School,8,69,11.5942029,7,83,8.43373494,15,152,9.868421053,2,48,4.166666667,13,95,13.68421053,15,143,10.48951049,0,0,-,10,107,9.345794393,10,107,9.345794393,0,0,-,11,99,11.11111111,11,99,11.11111111,1,0
3514028,105362,351,Bury,North West,Prestwich Arts College,Community School,12,79,15.18987342,8,73,10.95890411,20,152,13.15789474,10,67,14.92537313,11,73,15.06849315,21,140,15,6,81,7.407407407,8,87,9.195402299,14,168,8.333333333,14,84,16.66666667,8,73,10.95890411,22,157,14.01273885,1,0
8505414,116506,850,Hampshire,South East,Purbrook Park School,Foundation School,9,59,15.25423729,5,73,6.849315068,14,132,10.60606061,8,87,9.195402299,8,66,12.12121212,16,153,10.45751634,13,79,16.4556962,5,80,6.25,18,159,11.32075472,11,86,12.79069767,4,82,4.87804878,15,168,8.928571429,1,1
3336908,135449,333,Sandwell,West Midlands,Q3 Academy,Academy Sponsor Led,16,82,19.51219512,14,91,15.38461538,30,173,17.34104046,18,95,18.94736842,11,86,12.79069767,29,181,16.02209945,10,102,9.803921569,5,77,6.493506494,15,179,8.379888268,5,90,5.555555556,5,89,5.617977528,10,179,5.586592179,1,1
9095401,136732,909,Cumbria,North West,Queen Elizabeth Grammar School Penrith,Academy Converter,36,60,60,37,66,56.06060606,73,126,57.93650794,41,61,67.21311475,27,62,43.5483871,68,123,55.28455285,26,69,37.68115942,25,55,45.45454545,51,124,41.12903226,34,64,53.125,22,58,37.93103448,56,122,45.90163934,1,0
3424050,104826,342,St. Helens,North West,Rainford High Technology College,Community School,42,104,40.38461538,22,125,17.6,64,229,27.94759825,36,127,28.34645669,26,114,22.80701754,62,241,25.72614108,32,124,25.80645161,35,123,28.45528455,67,247,27.12550607,26,115,22.60869565,32,119,26.8907563,58,234,24.78632479,1,1
3424104,104830,342,St. Helens,North West,Rainhill High School,Foundation School,36,137,26.27737226,14,98,14.28571429,50,235,21.27659574,26,130,20,22,113,19.46902655,48,243,19.75308642,25,113,22.12389381,23,125,18.4,48,238,20.16806723,14,121,11.57024793,12,117,10.25641026,26,238,10.92436975,1,0
3564033,137885,356,Stockport,North West,Reddish Vale Technology College,Academy Converter,9,89,10.11235955,7,108,6.481481481,16,197,8.121827411,10,116,8.620689655,5,94,5.319148936,15,210,7.142857143,12,128,9.375,4,93,4.301075269,16,221,7.239819005,8,112,7.142857143,13,135,9.62962963,21,247,8.502024291,1,0
8884026,119721,888,Lancashire,North West,Rhyddings Business and Enterprise School,Community School,2,48,4.166666667,5,49,10.20408163,7,97,7.216494845,2,80,2.5,2,71,2.816901408,4,151,2.649006623,1,79,1.265822785,1,60,1.666666667,2,139,1.438848921,1,49,2.040816327,4,90,4.444444444,5,139,3.597122302,1,1
9096906,135621,909,Cumbria,North West,Richard Rose Central Academy,Academy Sponsor Led,5,49,10.20408163,5,64,7.8125,10,113,8.849557522,3,82,3.658536585,5,53,9.433962264,8,135,5.925925926,3,54,5.555555556,3,73,4.109589041,6,127,4.724409449,3,92,3.260869565,6,92,6.52173913,9,184,4.891304348,1,0
8884689,136731,888,Lancashire,North West,Ripley St Thomas Church of England Academy,Academy Converter,30,128,23.4375,29,131,22.13740458,59,259,22.77992278,24,135,17.77777778,23,120,19.16666667,47,255,18.43137255,23,114,20.1754386,38,154,24.67532468,61,268,22.76119403,34,129,26.35658915,20,127,15.7480315,54,256,21.09375,1,1
3504501,105261,350,Bolton,North West,Rivington and Blackrod High School,Voluntary Controlled School,14,160,8.75,15,113,13.27433628,29,273,10.62271062,18,173,10.40462428,11,132,8.333333333,29,305,9.508196721,21,182,11.53846154,12,130,9.230769231,33,312,10.57692308,19,168,11.30952381,17,149,11.40939597,36,317,11.35646688,1,1
3534022,105734,353,Oldham,North West,Royton and Crompton School,Foundation School,9,103,8.737864078,10,119,8.403361345,19,222,8.558558559,13,128,10.15625,7,102,6.862745098,20,230,8.695652174,10,123,8.130081301,19,105,18.0952381,29,228,12.71929825,13,129,10.07751938,13,106,12.26415094,26,235,11.06382979,1,0
8154022,121665,815,North Yorkshire,Yorkshire and the Humber,Ryedale School,Community School,15,56,26.78571429,17,57,29.8245614,32,113,28.31858407,12,56,21.42857143,7,57,12.28070175,19,113,16.81415929,14,70,20,9,59,15.25423729,23,129,17.82945736,9,53,16.98113208,9,51,17.64705882,18,104,17.30769231,1,1
8764625,111457,876,Halton,North West,Saints Peter and Paul Catholic College,Voluntary Aided School,9,129,6.976744186,18,135,13.33333333,27,264,10.22727273,18,127,14.17322835,12,139,8.633093525,30,266,11.27819549,15,149,10.06711409,14,124,11.29032258,29,273,10.62271062,12,148,8.108108108,11,127,8.661417323,23,275,8.363636364,1,1
3556905,135071,355,Salford,North West,Salford City Academy,Academy Sponsor Led,1,48,2.083333333,4,53,7.547169811,5,101,4.95049505,3,48,6.25,0,51,0,3,99,3.03030303,3,61,4.918032787,2,54,3.703703704,5,115,4.347826087,1,49,2.040816327,2,59,3.389830508,3,108,2.777777778,1,0
8154225,121702,815,North Yorkshire,Yorkshire and the Humber,Selby High School Specialist School for the Arts and Science,Community School,15,112,13.39285714,12,110,10.90909091,27,222,12.16216216,12,104,11.53846154,12,101,11.88118812,24,205,11.70731707,16,131,12.21374046,6,100,6,22,231,9.523809524,10,100,10,13,127,10.23622047,23,227,10.13215859,1,0
9094060,137269,909,Cumbria,North West,Settlebeck High School,Academy Converter,1,13,7.692307692,3,16,18.75,4,29,13.79310345,2,22,9.090909091,1,12,8.333333333,3,34,8.823529412,3,18,16.66666667,3,13,23.07692308,6,31,19.35483871,5,28,17.85714286,0,11,0,5,39,12.82051282,1,0
8884624,119785,888,Lancashire,North West,Ss John Fisher and Thomas More Roman Catholic High School,Voluntary Aided School,7,67,10.44776119,12,74,16.21621622,19,141,13.4751773,7,68,10.29411765,9,65,13.84615385,16,133,12.03007519,10,75,13.33333333,7,69,10.14492754,17,144,11.80555556,10,78,12.82051282,11,65,16.92307692,21,143,14.68531469,1,1
3594805,106540,359,Wigan,North West,"St Edmund Arrowsmith Catholic High School, Ashton-in-Makerfield",Voluntary Aided School,41,121,33.88429752,23,114,20.1754386,64,235,27.23404255,28,111,25.22522523,34,130,26.15384615,62,241,25.72614108,22,128,17.1875,15,120,12.5,37,248,14.91935484,19,125,15.2,16,113,14.15929204,35,238,14.70588235,1,0
3364605,139891,336,Wolverhampton,West Midlands,St Edmunds Catholic Academy,Academy Converter,17,74,22.97297297,11,72,15.27777778,28,146,19.17808219,14,72,19.44444444,9,75,12,23,147,15.6462585,10,63,15.87301587,4,71,5.633802817,14,134,10.44776119,13,71,18.30985915,3,69,4.347826087,16,140,11.42857143,1,0
3514607,105367,351,Bury,North West,St Gabriel's RC High School,Voluntary Aided School,22,113,19.46902655,9,92,9.782608696,31,205,15.12195122,17,99,17.17171717,9,104,8.653846154,26,203,12.80788177,13,86,15.11627907,11,122,9.016393443,24,208,11.53846154,21,98,21.42857143,17,104,16.34615385,38,202,18.81188119,1,1
3594609,106535,359,Wigan,North West,St John Fisher Catholic High School,Voluntary Aided School,16,105,15.23809524,14,90,15.55555556,30,195,15.38461538,5,75,6.666666667,10,80,12.5,15,155,9.677419355,19,97,19.58762887,11,82,13.41463415,30,179,16.75977654,20,110,18.18181818,6,72,8.333333333,26,182,14.28571429,1,0
3504609,105262,350,Bolton,North West,St Joseph's RC High School and Sports College,Voluntary Aided School,13,83,15.6626506,7,78,8.974358974,20,161,12.42236025,10,86,11.62790698,14,83,16.86746988,24,169,14.20118343,27,90,30,17,78,21.79487179,44,168,26.19047619,13,98,13.26530612,9,76,11.84210526,22,174,12.64367816,1,0
8885407,119816,888,Lancashire,North West,St Mary's Catholic High School,Voluntary Aided School,8,68,11.76470588,7,52,13.46153846,15,120,12.5,7,56,12.5,8,70,11.42857143,15,126,11.9047619,13,73,17.80821918,7,66,10.60606061,20,139,14.38848921,4,63,6.349206349,16,85,18.82352941,20,148,13.51351351,1,1
3055410,101676,305,Bromley,Outer London,St Olave's and St Saviour's Grammar School,Voluntary Aided School,100,115,86.95652174,0,0,-,100,115,86.95652174,92,116,79.31034483,0,0,-,92,116,79.31034483,93,117,79.48717949,0,0,-,93,117,79.48717949,89,120,74.16666667,0,0,-,89,120,74.16666667,1,0
8895406,136900,889,Blackburn with Darwen,North West,St Wilfrid's Church of England Academy,Academy Converter,31,119,26.05042017,9,112,8.035714286,40,231,17.31601732,19,120,15.83333333,19,114,16.66666667,38,234,16.23931624,22,118,18.6440678,14,126,11.11111111,36,244,14.75409836,23,115,20,13,129,10.07751938,36,244,14.75409836,1,0
3566905,135262,356,Stockport,North West,Stockport Academy,Academy Sponsor Led,1,35,2.857142857,8,64,12.5,9,99,9.090909091,4,47,8.510638298,11,74,14.86486486,15,121,12.39669421,5,60,8.333333333,6,63,9.523809524,11,123,8.943089431,3,57,5.263157895,6,71,8.450704225,9,128,7.03125,1,1
3834037,139054,383,Leeds,Yorkshire and the Humber,Swallow Hill Community College,Academy Sponsor Led,6,74,8.108108108,2,61,3.278688525,8,135,5.925925926,2,108,1.851851852,2,86,2.325581395,4,194,2.06185567,4,109,3.669724771,7,119,5.882352941,11,228,4.824561404,5,115,4.347826087,5,125,4,10,240,4.166666667,1,0
8154211,121693,815,North Yorkshire,Yorkshire and the Humber,Tadcaster Grammar School,Community School,31,122,25.40983607,34,134,25.37313433,65,256,25.390625,30,114,26.31578947,44,131,33.58778626,74,245,30.20408163,22,136,16.17647059,25,124,20.16129032,47,260,18.07692308,33,146,22.60273973,24,115,20.86956522,57,261,21.83908046,1,1
9254050,141581,925,Lincolnshire,East Midlands,The Banovallum School,Academy Converter,6,62,9.677419355,6,62,9.677419355,12,124,9.677419355,2,65,3.076923077,3,53,5.660377358,5,118,4.237288136,3,67,4.47761194,2,60,3.333333333,5,127,3.937007874,5,59,8.474576271,2,66,3.03030303,7,125,5.6,1,0
8854001,135035,885,Worcestershire,West Midlands,The Bewdley School and Sixth Form Centre,Foundation School,12,74,16.21621622,9,88,10.22727273,21,162,12.96296296,21,75,28,15,86,17.44186047,36,161,22.36024845,6,98,6.12244898,11,66,16.66666667,17,164,10.36585366,16,69,23.1884058,9,83,10.84337349,25,152,16.44736842,1,0
3415404,137916,341,Liverpool,North West,The Blue Coat School,Academy Converter,45,61,73.7704918,46,61,75.40983607,91,122,74.59016393,49,67,73.13432836,33,53,62.26415094,82,120,68.33333333,58,74,78.37837838,27,50,54,85,124,68.5483871,55,70,78.57142857,38,52,73.07692308,93,122,76.2295082,1,0
8944405,123574,894,Telford and Wrekin,West Midlands,The Burton Borough School,Community School,15,102,14.70588235,17,110,15.45454545,32,212,15.09433962,22,126,17.46031746,7,88,7.954545455,29,214,13.55140187,19,96,19.79166667,10,97,10.30927835,29,193,15.02590674,13,123,10.56910569,9,91,9.89010989,22,214,10.28037383,1,1
8604176,136414,860,Staffordshire,West Midlands,The de Ferrers Academy,Academy Converter,43,167,25.74850299,41,166,24.69879518,84,333,25.22522523,31,156,19.87179487,27,171,15.78947368,58,327,17.73700306,23,161,14.28571429,29,151,19.20529801,52,312,16.66666667,24,141,17.0212766,13,166,7.831325301,37,307,12.05211726,1,1
3594608,106534,359,Wigan,North West,The Deanery Church of England High School and Sixth Form College,Voluntary Aided School,23,109,21.10091743,16,124,12.90322581,39,233,16.73819742,31,129,24.03100775,14,112,12.5,45,241,18.67219917,27,105,25.71428571,25,139,17.98561151,52,244,21.31147541,15,103,14.5631068,25,145,17.24137931,40,248,16.12903226,1,0
8614038,140633,861,Stoke-on-Trent,West Midlands,The Excel Academy,Academy Converter,2,65,3.076923077,3,81,3.703703704,5,146,3.424657534,0,71,0,1,68,1.470588235,1,139,0.71942446,6,93,6.451612903,1,83,1.204819277,7,176,3.977272727,8,90,8.888888889,5,77,6.493506494,13,167,7.784431138,1,0
3434000,138260,343,Sefton,North West,The Hawthorne's Free School,Free School â€“ Mainstream,0,9,0,1,33,3.03030303,1,42,2.380952381,1,30,3.333333333,1,38,2.631578947,2,68,2.941176471,0,47,0,1,51,1.960784314,1,98,1.020408163,2,48,4.166666667,1,57,1.754385965,3,105,2.857142857,1,0
8814007,138865,881,Essex,East of England,The James Hornsby School,Academy Sponsor Led,5,67,7.462686567,6,47,12.76595745,11,114,9.649122807,3,81,3.703703704,7,75,9.333333333,10,156,6.41025641,3,79,3.797468354,0,71,0,3,150,2,0,76,0,2,77,2.597402597,2,153,1.307189542,1,0
3524810,137309,352,Manchester,North West,The King David High School,Academy Converter,24,56,42.85714286,21,60,35,45,116,38.79310345,23,55,41.81818182,19,70,27.14285714,42,125,33.6,17,64,26.5625,17,63,26.98412698,34,127,26.77165354,23,62,37.09677419,19,82,23.17073171,42,144,29.16666667,1,0
3536906,136115,353,Oldham,North West,The Oldham Academy North,Academy Sponsor Led,10,71,14.08450704,10,86,11.62790698,20,157,12.7388535,11,75,14.66666667,6,90,6.666666667,17,165,10.3030303,7,82,8.536585366,6,64,9.375,13,146,8.904109589,12,85,14.11764706,4,81,4.938271605,16,166,9.638554217,1,0
8505418,136903,850,Hampshire,South East,The Petersfield School,Academy Converter,20,96,20.83333333,21,136,15.44117647,41,232,17.67241379,22,118,18.6440678,26,140,18.57142857,48,258,18.60465116,19,124,15.32258065,11,111,9.90990991,30,235,12.76595745,16,101,15.84158416,20,130,15.38461538,36,231,15.58441558,1,1
9384005,137782,938,West Sussex,South East,The Regis School,Academy Sponsor Led,12,107,11.21495327,12,106,11.32075472,24,213,11.26760563,11,128,8.59375,13,147,8.843537415,24,275,8.727272727,11,143,7.692307692,11,116,9.482758621,22,259,8.494208494,5,118,4.237288136,7,91,7.692307692,12,209,5.741626794,1,0
8604007,138351,860,Staffordshire,West Midlands,The Rural Enterprise Academy,Free School â€“ Mainstream,0,7,0,5,33,15.15151515,5,40,12.5,0,9,0,0,18,0,0,27,0,2,16,12.5,2,36,5.555555556,4,52,7.692307692,1,14,7.142857143,1,18,5.555555556,2,32,6.25,1,0
3554050,136987,355,Salford,North West,The Swinton High School,Academy Converter,4,75,5.333333333,5,50,10,9,125,7.2,4,55,7.272727273,2,78,2.564102564,6,133,4.511278195,2,76,2.631578947,0,69,0,2,145,1.379310345,11,106,10.37735849,2,93,2.150537634,13,199,6.532663317,1,0
3024009,137374,302,Barnet,Outer London,The Totteridge Academy,Academy Converter,20,62,32.25806452,4,35,11.42857143,24,97,24.74226804,11,97,11.34020619,12,51,23.52941176,23,148,15.54054054,10,91,10.98901099,1,40,2.5,11,131,8.396946565,7,91,7.692307692,5,54,9.259259259,12,145,8.275862069,1,0
8964167,111429,896,Cheshire West and Chester,North West,The Whitby High School,Foundation School,10,132,7.575757576,9,114,7.894736842,19,246,7.723577236,16,149,10.73825503,14,111,12.61261261,30,260,11.53846154,9,133,6.766917293,10,134,7.462686567,19,267,7.116104869,3,145,2.068965517,12,129,9.302325581,15,274,5.474452555,1,0
8746905,135263,874,Peterborough,East of England,Thomas Deacon Academy,Academy Sponsor Led,33,151,21.85430464,32,161,19.8757764,65,312,20.83333333,32,169,18.93491124,17,154,11.03896104,49,323,15.17027864,28,169,16.56804734,16,157,10.1910828,44,326,13.49693252,32,165,19.39393939,13,164,7.926829268,45,329,13.67781155,1,0
3504612,105264,350,Bolton,North West,Thornleigh Salesian College,Voluntary Aided School,25,111,22.52252252,19,113,16.81415929,44,224,19.64285714,19,124,15.32258065,27,104,25.96153846,46,228,20.1754386,27,112,24.10714286,19,106,17.9245283,46,218,21.10091743,20,113,17.69911504,24,109,22.01834862,44,222,19.81981982,1,0
9094152,112385,909,Cumbria,North West,Ulverston Victoria High School,Community School,19,98,19.3877551,24,106,22.64150943,43,204,21.07843137,27,90,30,16,87,18.3908046,43,177,24.29378531,21,91,23.07692308,15,93,16.12903226,36,184,19.56521739,19,93,20.43010753,14,80,17.5,33,173,19.07514451,1,0
8764207,139368,876,Halton,North West,Wade Deacon High School,Academy Converter,25,134,18.65671642,41,169,24.26035503,66,303,21.78217822,21,159,13.20754717,19,145,13.10344828,40,304,13.15789474,14,157,8.917197452,14,153,9.150326797,28,310,9.032258065,26,194,13.40206186,12,136,8.823529412,38,329,11.55015198,1,0
9254019,136624,925,Lincolnshire,East Midlands,Walton Girls' High School & Sixth Form,Academy Converter,0,0,-,16,123,13.00813008,16,123,13.00813008,0,0,-,14,133,10.52631579,14,133,10.52631579,0,0,-,11,134,8.208955224,11,134,8.208955224,0,0,-,10,147,6.802721088,10,147,6.802721088,1,0
8884150,119743,888,Lancashire,North West,Walton Le Dale High School,Community School,8,66,12.12121212,1,63,1.587301587,9,129,6.976744186,8,65,12.30769231,3,70,4.285714286,11,135,8.148148148,0,46,0,5,84,5.952380952,5,130,3.846153846,4,70,5.714285714,2,58,3.448275862,6,128,4.6875,1,0
3584016,136378,358,Trafford,North West,Wellacre Technology Academy,Academy Converter,10,125,8,0,0,-,10,125,8,15,141,10.63829787,0,1,0,15,142,10.56338028,12,156,7.692307692,0,0,-,12,156,7.692307692,12,173,6.936416185,0,0,-,12,173,6.936416185,1,1
8714089,110078,871,Slough,South East,Wexham School,Community School,18,100,18,5,56,8.928571429,23,156,14.74358974,13,104,12.5,13,60,21.66666667,26,164,15.85365854,6,90,6.666666667,8,63,12.6984127,14,153,9.150326797,11,73,15.06849315,7,62,11.29032258,18,135,13.33333333,1,0
8934391,139769,893,Shropshire,West Midlands,William Brookes School,Academy Converter,19,77,24.67532468,15,75,20,34,152,22.36842105,20,74,27.02702703,26,91,28.57142857,46,165,27.87878788,17,85,20,19,78,24.35897436,36,163,22.08588957,16,82,19.51219512,11,74,14.86486486,27,156,17.30769231,1,1
3444052,137171,344,Wirral,North West,Wirral Grammar School for Girls,Academy Converter,0,0,-,104,171,60.81871345,104,171,60.81871345,0,0,-,99,167,59.28143713,99,167,59.28143713,0,0,-,94,166,56.62650602,94,166,56.62650602,0,0,-,91,172,52.90697674,91,172,52.90697674,1,1
3514026,105361,351,Bury,North West,Woodhey High School,Community School,8,108,7.407407407,29,105,27.61904762,37,213,17.37089202,20,108,18.51851852,17,87,19.54022989,37,195,18.97435897,18,94,19.14893617,19,103,18.44660194,37,197,18.78172589,25,96,26.04166667,13,96,13.54166667,38,192,19.79166667,1,0
3524276,105564,352,Manchester,North West,Wright Robinson College,Foundation School,10,131,7.633587786,10,116,8.620689655,20,247,8.097165992,18,205,8.780487805,20,142,14.08450704,38,347,10.95100865,17,182,9.340659341,13,146,8.904109589,30,328,9.146341463,14,211,6.63507109,13,151,8.609271523,27,362,7.458563536,1,0
3044001,141019,304,Brent,Outer London,Ark Elvin Academy,Academy Sponsor Led,6,80,7.5,9,81,11.11111111,15,161,9.316770186,13,110,11.81818182,14,119,11.76470588,27,229,11.79039301,19,126,15.07936508,11,101,10.89108911,30,227,13.21585903,27,135,20,12,103,11.65048544,39,238,16.38655462,1,0
3824004,140660,382,Kirklees,Yorkshire and the Humber,Colne Valley High School,Academy Sponsor Led,19,134,14.17910448,9,100,9,28,234,11.96581197,9,100,9,15,114,13.15789474,24,214,11.21495327,15,131,11.45038168,11,138,7.971014493,26,269,9.665427509,20,152,13.15789474,12,125,9.6,32,277,11.55234657,1,0
3834061,139646,383,Leeds,Yorkshire and the Humber,Leeds City Academy,Academy Sponsor Led,1,41,2.43902439,3,37,8.108108108,4,78,5.128205128,0,38,0,2,46,4.347826087,2,84,2.380952381,1,50,2,0,38,0,1,88,1.136363636,1,36,2.777777778,3,45,6.666666667,4,81,4.938271605,1,0
8914017,140549,891,Nottinghamshire,East Midlands,Magnus Church of England Academy,Academy Sponsor Led,5,80,6.25,4,64,6.25,9,144,6.25,4,81,4.938271605,1,81,1.234567901,5,162,3.086419753,1,83,1.204819277,2,77,2.597402597,3,160,1.875,0,67,0,2,68,2.941176471,2,135,1.481481481,1,0
8504007,140182,850,Hampshire,South East,Mill Chase Academy,Academy Sponsor Led,4,50,8,2,48,4.166666667,6,98,6.12244898,6,46,13.04347826,4,43,9.302325581,10,89,11.23595506,10,62,16.12903226,5,56,8.928571429,15,118,12.71186441,1,59,1.694915254,6,75,8,7,134,5.223880597,1,0
9094000,140406,909,Cumbria,North West,The Whitehaven Academy,Academy Sponsor Led,2,49,4.081632653,3,48,6.25,5,97,5.154639175,8,80,10,4,71,5.633802817,12,151,7.947019868,6,74,8.108108108,5,71,7.042253521,11,145,7.586206897,5,98,5.102040816,7,97,7.216494845,12,195,6.153846154,1,1
8604009,141342,860,Staffordshire,West Midlands,Kinver High School and Sixth Form,Academy Sponsor Led,9,39,23.07692308,2,43,4.651162791,11,82,13.41463415,6,63,9.523809524,6,54,11.11111111,12,117,10.25641026,8,51,15.68627451,7,58,12.06896552,15,109,13.76146789,12,57,21.05263158,5,62,8.064516129,17,119,14.28571429,1,0
9264018,141395,926,Norfolk,East of England,Stalham High School,Academy Sponsor Led,0,38,0,3,44,6.818181818,3,82,3.658536585,5,42,11.9047619,2,39,5.128205128,7,81,8.641975309,2,48,4.166666667,3,47,6.382978723,5,95,5.263157895,5,46,10.86956522,3,50,6,8,96,8.333333333,1,0
8877053,119052,887,Medway,South East,Abbey Court Foundation Special School,Community Special School,0,4,0,0,5,0,0,9,0,0,6,0,0,3,0,0,9,0,0,6,0,0,1,0,0,7,0,0,7,0,0,2,0,0,9,0,0,0
8087029,139974,808,Stockton-on-Tees,North East,Abbey Hill Academy,Converter special academies,0,26,0,0,24,0,0,50,0,0,32,0,0,7,0,0,39,0,0,27,0,0,10,0,0,37,0,0,24,0,0,17,0,0,41,0,0,0
